Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
IND,29,31.50,30,31.96,20,31.05,30,33.86,29,32.26,27,30.00,30,34.51
TB,30,32.05,29,30.80,30,33.45,29,33.32,25,30.48,30,34.12,27,33.38
NFL,,29.18,,28.51,,29.86,,30.39,,29.38,,27.97,,31.16

Team,Sec/Play(total) Rank,Sec/Play(total),Sec/Play(1st half) Rank,Sec/Play(1st half),Sec/Play(2nd half) Rank,Sec/Play(2nd half),Sec/Play(lead 7+) Rank,Sec/Play(lead 7+),Sec/Play(+/- 6) Rank,Sec/Play(+/- 6),Sec/Play(trail 7+) Rank,Sec/Play(trail 7+),Sec/Play(situationneutral) Rank,Sec/Play(situationneutral)
PIT,1,27.80,6,27.45,3,28.21,1,25.88,4,28.30,22,28.86,3,29.60
IND,2,28.20,3,27.21,10,29.25,2,27.72,7,28.82,12,27.46,17,31.35
CIN,3,28.24,4,27.43,7,29.16,7,29.88,5,28.40,8,26.56,2,29.57
SD,4,28.27,2,27.20,13,29.48,10,30.08,1,27.56,7,26.41,1,29.35
PHI,5,28.36,5,27.43,9,29.24,16,30.73,3,27.88,9,26.66,7,30.62
STL,6,28.54,9,27.85,12,29.35,14,30.56,8,28.95,1,24.31,11,30.79
CAR,7,28.65,7,27.47,19,29.95,8,29.98,15,29.39,4,25.39,14,30.94
NE,8,28.65,27,29.46,1,27.88,9,30.06,25,30.06,11,27.34,29,32.69
NYG,9,28.65,23,29.31,2,28.05,30,34.20,17,29.58,6,25.88,13,30.91
TEN,10,28.71,8,27.63,18,29.89,5,29.29,28,30.42,10,26.88,4,29.98
GB,11,28.74,16,28.59,6,28.91,4,28.89,13,29.33,15,27.96,10,30.76
MIN,12,28.99,17,28.80,8,29.18,6,29.58,11,29.14,17,28.27,15,31.21
ARI,13,29.03,25,29.34,4,28.74,3,28.63,9,28.96,27,30.32,26,31.87
JAX,14,29.06,11,28.30,16,29.82,19,30.92,16,29.43,18,28.43,20,31.68
NO,15,29.06,18,28.88,11,29.27,12,30.38,14,29.35,5,25.49,16,31.32
MIA,16,29.19,28,29.55,5,28.83,29,33.82,29,30.69,2,24.60,27,32.05
CHI,17,29.20,1,26.20,30,32.03,13,30.56,23,29.92,3,24.69,5,30.07
NYJ,18,29.23,15,28.56,17,29.88,24,31.67,20,29.76,14,27.80,18,31.44
ATL,19,29.25,10,28.18,21,30.41,15,30.59,2,27.57,28,30.49,12,30.82
WAS,20,29.27,20,29.02,15,29.53,22,31.39,12,29.30,16,28.01,25,31.87
BAL,21,29.37,21,29.20,14,29.52,17,30.75,19,29.72,13,27.60,19,31.64
SF,22,29.49,14,28.55,20,30.40,23,31.55,21,29.79,20,28.79,6,30.41
DAL,23,29.54,12,28.45,23,30.56,21,31.27,10,29.08,19,28.56,8,30.73
KC,24,29.99,22,29.31,24,30.67,28,32.43,24,29.94,24,29.32,28,32.09
DEN,25,30.06,29,29.56,22,30.51,26,32.19,6,28.55,30,30.86,23,31.79
SEA,26,30.08,19,28.94,26,31.45,11,30.30,22,29.84,29,30.64,21,31.73
OAK,27,30.14,13,28.54,29,31.72,25,31.70,18,29.66,23,29.24,9,30.73
BUF,28,30.29,24,29.33,25,31.37,18,30.89,26,30.09,21,28.83,22,31.76
DET,29,30.44,26,29.41,28,31.53,20,31.21,27,30.28,26,29.73,24,31.85
TB,30,30.88,30,30.28,27,31.50,27,32.25,30,31.61,25,29.53,30,33.31
NFL,,29.18,,28.51,,29.86,,30.39,,29.38,,27.97,,31.16

Team,TOP(total) Rank,TOP(total),TOP(tied) Rank,TOP(tied),TOP(leading) Rank,TOP(leading),TOP(trailing) Rank,TOP(trailing),Game Time(tied) Rank,Game Time(tied),Game Time(leading) Rank,Game Time(leading),Game Time(trailing) Rank,Game Time(trailing)
IND,1,33:11,13,6:07,27,6:19,30,20:45,19,11:22,28,13:12,30,35:26
CHI,2,33:07,11,6:17,19,8:51,27,17:59,11,12:09,24,17:30,24,31:17
STL,3,32:09,2,8:43,26,7:22,22,16:04,1,17:58,26,16:18,19,26:41
PIT,4,31:41,26,5:11,14,10:33,20,15:57,18,11:34,16,22:38,16,25:48
TEN,5,31:25,17,5:39,5,14:44,11,11:02,22,10:51,8,28:58,11,20:12
SEA,6,31:16,24,5:18,21,8:40,25,17:18,16,11:46,20,19:37,22,28:37
ATL,7,31:15,6,7:00,13,10:44,17,13:31,15,11:49,13,25:33,14,22:38
PHI,8,31:10,14,5:58,24,8:03,24,17:09,20,11:17,25,17:11,25,31:31
DEN,9,31:06,4,7:28,3,16:51,2,6:47,8,12:50,3,37:23,2,9:46
CAR,10,31:02,5,7:07,18,9:27,18,14:28,5,15:01,23,18:03,20,26:56
SF,11,31:00,28,4:23,1,19:34,3,7:03,30,7:53,2,38:51,3,13:16
MIA,12,30:29,15,5:48,11,12:12,13,12:29,12,12:09,12,25:54,12,21:57
KC,13,30:08,9,6:22,7,13:54,7,9:52,14,12:01,6,31:03,6,16:57
JAX,14,30:05,22,5:21,4,15:36,6,9:07,28,9:20,4,34:39,4,16:02
SD,15,30:00,25,5:16,20,8:44,21,16:01,25,10:03,21,18:46,23,31:11
MIN,16,29:45,1,9:24,25,7:50,14,12:31,3,15:21,17,22:32,13,22:07
ARI,17,29:26,12,6:08,30,4:56,29,18:23,4,15:15,29,12:34,27,32:11
TB,18,29:25,10,6:17,8,13:14,8,9:55,10,12:31,9,28:03,8,19:26
GB,19,29:24,21,5:25,2,18:21,1,5:38,13,12:08,1,38:54,1,8:58
DAL,20,29:19,8,6:28,17,9:46,16,13:05,21,11:02,15,22:58,17,26:01
NYG,21,29:05,3,7:51,10,12:18,5,8:56,2,15:34,10,26:41,7,17:45
CIN,22,29:04,18,5:35,15,10:28,15,13:02,9,12:42,18,21:50,15,25:29
WAS,23,29:01,7,6:52,12,11:53,10,10:17,6,13:47,11,26:30,10,19:43
NYJ,24,28:52,16,5:39,9,12:59,9,10:14,24,10:24,7,30:06,9,19:30
NO,25,28:48,19,5:29,29,5:12,28,18:07,7,13:33,30,12:18,28,34:09
BAL,26,28:47,29,4:23,16,9:56,19,14:29,29,9:05,14,23:18,21,27:37
NE,27,28:39,23,5:20,6,14:39,4,8:41,23,10:26,5,33:25,5,16:09
DET,28,28:08,30,3:28,23,8:17,23,16:23,27,9:42,22,18:33,26,31:45
BUF,29,28:05,27,4:49,28,5:53,26,17:23,26,9:59,27,15:20,29,34:41
OAK,30,26:03,20,5:27,22,8:33,12,12:03,17,11:35,19,21:47,18,26:38

